POS	WORD	SEGMENTED
ADJ	миличкото	миличкото
ADJ	миличък	миличък
ADJ	милия	мили+я
ADJ	милият	мили+ят
ADJ	мило	мил+о
ADJ	милостив	милостив
ADJ	милостива	милостив+а
ADJ	милостиви	милостив+и
ADJ	милостивия	милостиви+я
ADJ	милостиво	милостив+о
ADJ	милостивото	милостивото
ADJ	милосърден	милосърден
ADJ	милото	милото
ADJ	минаващите	минаващите
ADJ	миналата	миналата
ADJ	миналия	миналия
ADJ	минало	минало
ADJ	миналогодишни	миналогодишни
ADJ	миналогодишните	миналогодишни+те
ADJ	миналото	миналото
ADJ	минерална	минерална
ADJ	мини	мини
ADJ	миниатюрно	миниатюрно
ADJ	мирен	мирен
ADJ	миризлива	миризлива
ADJ	мирна	мирна
ADJ	мирни	мирни
ADJ	мирните	мирна+те
ADJ	мирния	мирни+я
ADJ	мирно	мирно
ADJ	миролюбива	миролюбива
ADJ	миролюбивия	миролюбивия
ADJ	миртови	миртови
ADJ	мисис	мисис
ADJ	мислени	мислени
ADJ	мислеща	мислеща
ADJ	митичната	митичната
ADJ	миховата	миховата
ADJ	мишелов	мишелов
ADJ	мишена	мишена
ADJ	мишите	мишия+е
ADJ	мишия	мишия
ADJ	млад	млад
ADJ	млада	млад+а
ADJ	младата	младата
ADJ	младежки	младежки
ADJ	млади	млад+и
ADJ	младите	млади+те
ADJ	младия	млади+я
ADJ	младият	млади+ят
ADJ	младо	млад+о
ADJ	младоженската	младоженската
ADJ	младото	младото
ADJ	млекопитаещо	млекопитаещо
ADJ	млечен	млечен
ADJ	млечна	млечна
ADJ	млечни	млечни
ADJ	млечния	млечни+я
ADJ	млечният	млечна+ят
ADJ	млясна	млясна
ADJ	мнимият	мнимият
ADJ	мнителен	мнителен
ADJ	многобройната	многобройната
ADJ	многобройни	многобройни
ADJ	многобройните	многобройни+те
ADJ	многогласен	многогласен
ADJ	многогласното	многогласното
ADJ	многозначителен	многозначителен
ADJ	многозначителни	многозначителни
ADJ	многозначително	многозначително
ADJ	многолюден	многолюден
ADJ	многолюдната	многолюдната
ADJ	многообичан	многообичан
ADJ	многострадалният	многострадалният
ADJ	многоуважаема	многоуважаема
ADJ	многоуважаеми	многоуважаеми
ADJ	многоуважаемо	многоуважаемо
ADJ	многоумен	многоумен
ADJ	многоученото	многоученото
ADJ	многоцветните	многоцветните
ADJ	многочасово	многочасово
ADJ	множеството	множеството
ADJ	множко	множко
ADJ	могъщ	могъщ
ADJ	могъща	могъщ+а
ADJ	могъщи	могъщ+и
ADJ	могъщите	могъщи+те
ADJ	могъщия	могъщи+я
ADJ	могъщият	могъщи+ят
ADJ	модерна	модерна
ADJ	модерни	модерни
ADJ	модерно	модерно
ADJ	модна	модна
ADJ	модни	модни
ADJ	мозъчните	мозъчно+те
ADJ	мозъчно	мозъчно
ADJ	моичко	моичко
ADJ	мокра	мокра
ADJ	мократа	мократа
ADJ	мокри	мокри
ADJ	мокрите	мокра+те
ADJ	мокрия	мокри+я
ADJ	мокро	мокро
ADJ	мокрото	мокрото
ADJ	мокър	мокър
ADJ	молитвен	молитвен
ADJ	молто	молто
ADJ	момина	момина
ADJ	момини	момини
ADJ	момините	момина+те
ADJ	моминия	момини+я
ADJ	момински	момински
ADJ	момчешки	момчешки
ADJ	момчешко	момчешко
ADJ	морави	морави
ADJ	моравото	моравото
ADJ	морковен	морковен
ADJ	морна	морна
ADJ	морни	морни
ADJ	морните	морна+те
ADJ	морска	морска
ADJ	морската	морската
ADJ	морски	морски
ADJ	морските	морска+те
ADJ	морския	морски+я
ADJ	морският	морска+ят
ADJ	морско	морско
ADJ	морското	морското
ADJ	моряшка	моряшка
ADJ	моряшката	моряшката
ADJ	моряшки	моряшки
ADJ	моряшко	моряшко
ADJ	моторна	моторна
ADJ	моторната	моторната
ADJ	мочурлив	мочурлив
ADJ	мочурливия	мочурливия
ADJ	мощен	мощен
ADJ	мощна	мощна
ADJ	мощната	мощната
ADJ	мощни	мощни
ADJ	мощния	мощни+я
ADJ	мощният	мощна+ят
ADJ	мощно	мощно
ADJ	мравешка	мравешка
ADJ	мравешката	мравешката
ADJ	мравешки	мравешки
ADJ	мравешките	мравешка+те
ADJ	мравкиното	мравкиното
ADJ	мразовито	мразовито
ADJ	мраморен	мраморен
ADJ	мраморна	мраморна
ADJ	мраморната	мраморната
ADJ	мраморни	мраморни
ADJ	мраморните	мраморна+те
ADJ	мраморния	мраморни+я
ADJ	мраморното	мраморното
ADJ	мрачен	мрачен
ADJ	мрачна	мрачна
ADJ	мрачната	мрачната
ADJ	мрачни	мрачни
ADJ	мрачните	мрачна+те
ADJ	мрачния	мрачни+я
ADJ	мрачният	мрачна+ят
ADJ	мрачно	мрачно
ADJ	мрачното	мрачното
ADJ	мрежестата	мрежестата
ADJ	мръсен	мръсен
ADJ	мръсна	мръсна
ADJ	мръсната	мръсната
ADJ	мръсни	мръсни
ADJ	мръсните	мръсна+те
ADJ	мръсния	мръсни+я
ADJ	мръсният	мръсна+ят
ADJ	мръсно	мръсно
ADJ	мръсното	мръсното
ADJ	музейния	музейния
ADJ	музикален	музикален
ADJ	музикална	музикална
ADJ	музикалната	музикалната
ADJ	музикални	музикални
ADJ	музикалния	музикални+я
ADJ	музикалният	музикална+ят
ADJ	музикално	музикално
ADJ	мургава	мургава
ADJ	мургави	мургави
ADJ	мургаво	мургаво
ADJ	мургавото	мургавото
ADJ	муселинови	муселинови
ADJ	мускулна	мускулна
ADJ	мускулната	мускулната
ADJ	мустакат	мустакат
ADJ	мустакатият	мустакат+ият
ADJ	мустакато	мустакат+о
ADJ	мушамени	мушамени
ADJ	мушната	мушната
ADJ	мъглив	мъглив
ADJ	мъгливо	мъглив+о
ADJ	мъгловита	мъгловита
ADJ	мъдра	мъдра
ADJ	мъдрата	мъдрата
ADJ	мъдри	мъдри
ADJ	мъдрите	мъдра+те
ADJ	мъдрия	мъдри+я
ADJ	мъдрият	мъдра+ят
ADJ	мъдро	мъдро
ADJ	мъдър	мъдър
ADJ	мъжаги	мъжаги
ADJ	мъжествени	мъжествени
ADJ	мъжественият	мъжествени+ят
ADJ	мъжка	мъжка
ADJ	мъжката	мъжката
ADJ	мъжки	мъжки
ADJ	мъжко	мъжко
ADJ	мъжкото	мъжкото
ADJ	мъжо	мъжо
ADJ	мъкнещи	мъкнещи
ADJ	мълзяновия	мълзяновия
ADJ	мълниеносна	мълниеносна
ADJ	мълчалив	мълчалив
ADJ	мълчалива	мълчалив+а
ADJ	мълчаливи	мълчалив+и
ADJ	мълчаливо	мълчалив+о
ADJ	мълчащи	мълчащи
ADJ	мънинки	мънинки
ADJ	мънинко	мънинко
ADJ	мънистени	мънистени
ADJ	мънистените	мънистени+те
ADJ	мънистено	мънистено
ADJ	мънистеното	мънистеното
ADJ	мъничка	мъничка
ADJ	мъничка-тази	мъничка-тази
ADJ	мъничката	мъничката
ADJ	мънички	мънички
ADJ	мъничките	мъничка+те
ADJ	мъничкия	мънички+я
ADJ	мъничкият	мъничка+ят
ADJ	мъничко	мъничко
ADJ	мъничкото	мъничкото
ADJ	мъничък	мъничък
ADJ	мързеланата	мързеланата
ADJ	мързелив	мързелив
ADJ	мързелива	мързелив+а
ADJ	мързеливата	мързеливата
ADJ	мързеливи	мързелив+и
ADJ	мързеливият	мързеливи+ят
ADJ	мързеливо	мързелив+о
ADJ	мързелонският	мързелонският
ADJ	мързяновия	мързяновия
ADJ	мърляви	мърляви
ADJ	мърлявият	мърляви+ят
ADJ	мърляво	мърляво
ADJ	мърлявото	мърлявото
ADJ	мърморанова	мърморанова
ADJ	мърморел	мърморел
ADJ	мъртва	мъртва
ADJ	мъртвата	мъртвата
ADJ	мъртвешки	мъртвешки
ADJ	мъртвешко	мъртвешко
ADJ	мъртви	мъртви
ADJ	мъртвите	мъртва+те
ADJ	мъртвия	мъртви+я
ADJ	мъртвият	мъртва+ят
ADJ	мъртво	мъртво
ADJ	мъртвото	мъртвото
ADJ	мъртъв	мъртъв
ADJ	мършав	мършав
ADJ	мършави	мършав+и
ADJ	мършавите	мършави+те
ADJ	мършаво	мършав+о
ADJ	мършавото	мършавото
ADJ	мътен	мътен
ADJ	мътна	мътна
ADJ	мътната	мътната
ADJ	мътни	мътни
ADJ	мътните	мътна+те
ADJ	мъхест	мъхест
ADJ	мъхеста	мъхест+а
ADJ	мъхестата	мъхестата
ADJ	мъхестия	мъхестия
ADJ	мъхнатата	мъхнатата
ADJ	мъхнати	мъхнати
ADJ	мъхнатото	мъхнатото
ADJ	мъхов	мъхов
ADJ	мъхови	мъхов+и
ADJ	мъховото	мъховото
ADJ	мъчен	мъчен
ADJ	мъчителни	мъчителни
ADJ	мъчителния	мъчителни+я
ADJ	мъчително	мъчително
ADJ	мъчна	мъчна
ADJ	мъчни	мъчни
ADJ	мъчничко	мъчничко
ADJ	мъчно	мъчно
ADJ	мъчното	мъчното
ADJ	мярка	мярка
ADJ	мяукащи	мяукащи
ADJ	мяукащите	мяукащи+те
ADJ	мях	мях
ADJ	наxален	наxален
ADJ	наxална	наxална
ADJ	наxално	наxално
ADJ	набита	набита
ADJ	набитият	набита+ят
ADJ	наблюдаван	наблюдаван
ADJ	наблюдавани	наблюдаван+и
ADJ	наблюдаваща	наблюдаваща
ADJ	наблюдателния	наблюдателния
ADJ	набодена	набодена
ADJ	набожно	набожно
ADJ	набразден	набразден
ADJ	набраздени	набразден+и
ADJ	набраната	набраната
ADJ	набраните	набраните
ADJ	набръчкана	набръчкана
ADJ	набръчканата	набръчканата
ADJ	набръчкани	набръчкани
ADJ	набръчкания	набръчкани+я
ADJ	набръчканият	набръчкана+ят
ADJ	набучена	набучена
ADJ	набучената	набучената
ADJ	набучени	набучени
ADJ	набучения	набучени+я
ADJ	наведен	наведен
ADJ	наведена	наведен+а
ADJ	наведени	наведен+и
ADJ	наведените	наведени+те
ADJ	наведено	наведен+о
ADJ	навехната	навехната
ADJ	навеян	навеян
ADJ	навирен	навирен
ADJ	навирени	навирен+и
ADJ	нависналите	нависналите
ADJ	навит	навит
ADJ	навита	навит+а
ADJ	навлезли	навлезли
ADJ	навързани	навързани
ADJ	навъсена	навъсена
ADJ	навъсени	навъсени
ADJ	навъсено	навъсено
ADJ	навярно	навярно
ADJ	нагизден	нагизден
ADJ	нагиздена	нагизден+а
ADJ	нагиздени	нагизден+и
ADJ	нагледно	нагледно
ADJ	нагли	нагли
ADJ	нагорещените	нагорещените
ADJ	награбеното	награбеното
ADJ	нагънато	нагънато
ADJ	надвесен	надвесен
ADJ	надвесена	надвесен+а
ADJ	надвесените	надвесен+ите
ADJ	надвиснали	надвиснали
ADJ	надвитият	надвитият
ADJ	надгробен	надгробен
ADJ	надгробни	надгробни
ADJ	надгробните	надгробни+те
ADJ	надгробния	надгробни+я
ADJ	надигаща	надигаща
ADJ	надиплената	надиплената
ADJ	надиплени	надиплени
ADJ	надкотарачни	надкотарачни
ADJ	надменен	надменен
ADJ	надменна	надменна
ADJ	надменни	надменни
ADJ	надменно	надменно
ADJ	надникни	надникни
ADJ	надробеното	надробеното
ADJ	надупчени	надупчени
ADJ	надупчено	надупчено
ADJ	надут	надут
ADJ	надута	надут+а
ADJ	надути	надут+и
ADJ	надъхана	надъхана
ADJ	наежен	наежен
ADJ	наемен	наемен
ADJ	нажален	нажален
ADJ	нажалени	нажален+и
ADJ	нажаленото	нажаленото
ADJ	нажежената	нажежената
ADJ	нажежено	нажежено
ADJ	нажеженото	нажеженото
ADJ	назъбен	назъбен
ADJ	наивен	наивен
ADJ	наивна	наивна
ADJ	наивни	наивни
ADJ	наивните	наивна+те
ADJ	наистина	наистина
ADJ	наиштина	наиштина
ADJ	най-бедните	най-бедния+е
ADJ	най-бедния	най-бедния
ADJ	най-бедното	най-бедното
ADJ	най-безопасното	най-безопасното
ADJ	най-безумната	най-безумната
ADJ	най-бележитата	най-бележитата
ADJ	най-бесните	най-бесните
ADJ	най-бистрата	най-бистрата
ADJ	най-благодарен	най-благодарен
ADJ	най-близката	най-близката
ADJ	най-близки	най-близки
ADJ	най-близките	най-близки+те
ADJ	най-близкия	най-близки+я
ADJ	най-близкото	най-близкото
ADJ	най-богатата	най-богатата
ADJ	най-богатия	най-богатия
ADJ	най-богатият	най-богатия+т
ADJ	най-будните	най-будния+е
ADJ	най-будния	най-будния
ADJ	най-бърз	най-бърз
ADJ	най-бърза	най-бърз+а
ADJ	най-бързата	най-бързата
ADJ	най-бързите	най-бързия+е
ADJ	най-бързия	най-бързия
ADJ	най-бързият	най-бързия+т
ADJ	най-бързото	най-бързото
ADJ	най-бързоходния	най-бързоходния
ADJ	най-важната	най-важната
ADJ	най-важните	най-важно+те
ADJ	най-важният	най-важно+ят
ADJ	най-важно	най-важно
ADJ	най-важното	най-важното
ADJ	най-вдъхновен	най-вдъхновен
ADJ	най-вежливи	най-вежливи
ADJ	най-велик	най-велик
ADJ	най-великата	най-великата
ADJ	най-великите	най-велик+ите
ADJ	най-великолепно	най-великолепно
ADJ	най-верният	най-верният
ADJ	най-вероятното	най-вероятното
ADJ	най-веселият	най-веселият
ADJ	най-видната	най-видната
ADJ	най-видните	най-видните
ADJ	най-висок	най-висок
ADJ	най-високата	най-високата
ADJ	най-високите	най-високия+е
ADJ	най-високия	най-високия
ADJ	най-високият	най-високия+т
ADJ	най-високо	най-висок+о
ADJ	най-високото	най-високото
ADJ	най-вкусната	най-вкусната
ADJ	най-вкусни	най-вкусни
ADJ	най-вкусните	най-вкусни+те
ADJ	най-вкусното	най-вкусното
ADJ	най-възрастният	най-възрастният
ADJ	най-вярната	най-вярната
ADJ	най-главен	най-главен
ADJ	най-главната	най-главната
ADJ	най-главния	най-главния
ADJ	най-главният	най-главния+т
ADJ	най-главното	най-главното
ADJ	най-гладното	най-гладното
ADJ	най-глупавото	най-глупавото
ADJ	най-големи	най-големи
ADJ	най-големите	най-големи+те
ADJ	най-големия	най-големи+я
ADJ	най-големият	най-големи+ят
ADJ	най-голям	най-голям
ADJ	най-голяма	най-голям+а
ADJ	най-голямата	най-голямата
ADJ	най-голямо	най-голям+о
ADJ	най-голямото	най-голямото
ADJ	най-горделивото	най-горделивото
ADJ	най-горди	най-горди
ADJ	най-горещата	най-горещата
ADJ	най-горещо	най-горещо
ADJ	най-горната	най-горната
ADJ	най-горните	най-горния+е
ADJ	най-горния	най-горния
ADJ	най-горният	най-горния+т
ADJ	най-горното	най-горното
ADJ	най-горчивото	най-горчивото
ADJ	най-грамадните	най-грамадните
ADJ	най-грозното	най-грозното
ADJ	най-гъст	най-гъст
ADJ	най-гъста	най-гъст+а
ADJ	най-гъстата	най-гъстата
ADJ	най-гъстия	най-гъстия
ADJ	най-далечния	най-далечния
ADJ	най-дебел	най-дебел
ADJ	най-дебелата	най-дебелата
ADJ	най-дебелия	най-дебелия
ADJ	най-дебелият	най-дебелия+т
ADJ	най-дива	най-дива
ADJ	най-дивата	най-дивата
ADJ	най-дивен	най-дивен
ADJ	най-добра	най-добра
ADJ	най-добрата	най-добрата
ADJ	най-добри	най-добри
ADJ	най-добрите	най-добра+те
ADJ	най-добрия	най-добри+я
ADJ	най-добрият	най-добра+ят
ADJ	най-добро	най-добро
ADJ	най-доброто	най-доброто
ADJ	най-добър	най-добър
ADJ	най-доволен	най-доволен
ADJ	най-доволният	най-доволният
ADJ	най-долната	най-долната
ADJ	най-долния	най-долния
ADJ	най-долният	най-долния+т
ADJ	най-долното	най-долното
ADJ	най-досадно	най-досадно
ADJ	най-достойния	най-достойния
ADJ	най-достойният	най-достойния+т
ADJ	най-драгоценна	най-драгоценна
ADJ	най-дребни	най-дребни
ADJ	най-дребните	най-дребни+те
ADJ	най-дребният	най-дребни+ят
ADJ	най-дребното	най-дребното
ADJ	най-древните	най-древните
ADJ	най-дълбок	най-дълбок
ADJ	най-дълбоката	най-дълбоката
ADJ	най-дълбоките	най-дълбокия+е
ADJ	най-дълбокия	най-дълбокия
ADJ	най-дълбоко	най-дълбок+о
ADJ	най-дълбокото	най-дълбокото
ADJ	най-дългата	най-дългата
ADJ	най-дълги	най-дълги
ADJ	най-дългите	най-дълги+те
ADJ	най-дългия	най-дълги+я
ADJ	най-дългият	най-дълги+ят
ADJ	най-дългото	най-дългото
ADJ	най-дървените	най-дървените
ADJ	най-едри	най-едри
ADJ	най-едрите	най-едри+те
ADJ	най-едрия	най-едри+я
ADJ	най-едрото	най-едрото
ADJ	най-елегантната	най-елегантната
ADJ	най-елегантните	най-елегантния+е
ADJ	най-елегантния	най-елегантния
ADJ	най-желани	най-желани
ADJ	най-жестоките	най-жестоките
ADJ	най-забележителната	най-забележителната
ADJ	най-забележителното	най-забележителното
ADJ	най-забутаните	най-забутаните
ADJ	най-звучен	най-звучен
ADJ	най-здравите	най-здравите
ADJ	най-здравият	най-здравият
ADJ	най-злочестата	най-злочестата
ADJ	най-знатен	най-знатен
ADJ	най-знатните	най-знатните
ADJ	най-зрелите	най-зрелите
ADJ	най-игриви	най-игриви
ADJ	най-известната	най-известната
ADJ	най-известните	най-известните
ADJ	най-изисканите	най-изисканите
ADJ	най-изкусна	най-изкусна
ADJ	най-изтъкнатите	най-изтъкнатите
ADJ	най-изумрудна	най-изумрудна
ADJ	най-интересен	най-интересен
ADJ	най-интересната	най-интересната
ADJ	най-интересния	най-интересния
ADJ	най-интересното	най-интересното
ADJ	най-категоричен	най-категоричен
ADJ	най-коравия	най-коравия
ADJ	най-крайната	най-крайната
ADJ	най-крайните	най-крайните
ADJ	най-крайният	най-крайният
ADJ	най-крайното	най-крайното
ADJ	най-красив	най-красив
ADJ	най-красива	най-красив+а
ADJ	най-красивата	най-красивата
ADJ	най-красивите	най-красивия+е
ADJ	най-красивия	най-красивия
ADJ	най-красивото	най-красивото
ADJ	най-кратка	най-кратка
ADJ	най-кратката	най-кратката
ADJ	най-краткия	най-краткия
ADJ	най-краткият	най-краткия+т
ADJ	най-кратко	най-кратко
ADJ	най-краткото	най-краткото
ADJ	най-крехките	най-крехките
ADJ	най-кроткия	най-кроткия
ADJ	най-кроткото	най-кроткото
ADJ	най-късата	най-късата
ADJ	най-късия	най-късия
ADJ	най-лек	най-лек
ADJ	най-леко	най-лек+о
ADJ	най-ленивата	най-ленивата
ADJ	най-лесна	най-лесна
ADJ	най-лесната	най-лесната
ADJ	най-лесните	най-лесна+те
ADJ	най-лесно	най-лесно
ADJ	най-лесното	най-лесното
ADJ	най-лош	най-лош
ADJ	най-лоша	най-лош+а
ADJ	най-лоши	най-лош+и
ADJ	най-лошите	най-лоши+те
ADJ	най-лошият	най-лоши+ят
ADJ	най-лошото	най-лошото
ADJ	най-лъжливото	най-лъжливото
ADJ	най-любезни	най-любезни
ADJ	най-любимата	най-любимата
ADJ	най-любимите	най-любимите
ADJ	най-любимият	най-любимият
ADJ	най-любимото	най-любимото
ADJ	най-малка	най-малка
ADJ	най-малката	най-малката
ADJ	най-малките	най-малкия+е
ADJ	най-малкия	най-малкия
ADJ	най-малкият	най-малкия+т
ADJ	най-малкото	най-малкото
ADJ	най-малък	най-малък
ADJ	най-мила	най-мила
ADJ	най-мили	най-мили
ADJ	най-милото	най-милото
ADJ	най-млад	най-млад
ADJ	най-млада	най-млад+а
ADJ	най-младата	най-младата
ADJ	най-младият	най-млад+ият
ADJ	най-младото	най-младото
ADJ	най-могъщият	най-могъщият
ADJ	най-могъщото	най-могъщото
ADJ	най-модния	най-модния
ADJ	най-мрачната	най-мрачната
ADJ	най-мрачния	най-мрачния
ADJ	най-мъдрата	най-мъдрата
ADJ	най-мъдри	най-мъдри
ADJ	най-мъдрите	най-мъдри+те
ADJ	най-мъдрият	най-мъдри+ят
ADJ	най-мъничките	най-мъничките
ADJ	най-мъничкото	най-мъничкото
ADJ	най-нахални	най-нахални
ADJ	най-невежото	най-невежото
ADJ	най-невероятен	най-невероятен
ADJ	най-невероятни	най-невероятни
ADJ	най-невероятния	най-невероятни+я
ADJ	най-невероятно	най-невероятно
ADJ	най-невероятното	най-невероятното
ADJ	най-невзрачно	най-невзрачно
ADJ	най-невръстни	най-невръстни
ADJ	най-нежелателното	най-нежелателното
ADJ	най-нежна	най-нежна
ADJ	най-нежната	най-нежната
ADJ	най-нежни	най-нежни
ADJ	най-нежните	най-нежна+те
ADJ	най-немразените	най-немразените
ADJ	най-необикновен	най-необикновен
ADJ	най-необикновеното	най-необикновеното
ADJ	най-необичайното	най-необичайното
ADJ	най-необходимо	най-необходимо
ADJ	най-непокорната	най-непокорната
ADJ	най-нетърпелив	най-нетърпелив
ADJ	най-нещастната	най-нещастната
ADJ	най-нещастни	най-нещастни
ADJ	най-нещастния	най-нещастни+я
ADJ	най-ниската	най-ниската
ADJ	най-нова	най-нова
ADJ	най-новите	най-нова+те
ADJ	най-новото	най-новото
ADJ	най-обикновен	най-обикновен
ADJ	най-обикновена	най-обикновен+а
ADJ	най-обикновени	най-обикновен+и
ADJ	най-обикновено	най-обикновен+о
ADJ	най-обикновеното	най-обикновеното
ADJ	най-оглушителния	най-оглушителния
ADJ	най-омразната	най-омразната
ADJ	най-омразното	най-омразното
ADJ	най-опасните	най-опасния+е
ADJ	най-опасния	най-опасния
ADJ	най-опасното	най-опасното
ADJ	най-оригиналния	най-оригиналния
ADJ	най-острия	най-острия
ADJ	най-острото	най-острото
ADJ	най-остроумни	най-остроумни
ADJ	най-отбрани	най-отбрани
ADJ	най-отвратителния	най-отвратителния
ADJ	най-отвратителното	най-отвратителното
ADJ	най-отдалечената	най-отдалечената
ADJ	най-отдалеченото	най-отдалеченото
ADJ	най-открит	най-открит
ADJ	най-подирната	най-подирната
ADJ	най-подирния	най-подирния
ADJ	най-подирният	най-подирния+т
ADJ	най-подирното	най-подирното
ADJ	най-подходящ	най-подходящ
ADJ	най-подходящото	най-подходящото
ADJ	най-позната	най-позната
ADJ	най-популярните	най-популярните
ADJ	най-популярният	най-популярният
ADJ	най-последния	най-последния
ADJ	най-потайните	най-потайните
ADJ	най-потуленото	най-потуленото
ADJ	най-предан	най-предан
ADJ	най-прекия	най-прекия
ADJ	най-прекрасната	най-прекрасната
ADJ	най-прекрасни	най-прекрасни
ADJ	най-прекрасния	най-прекрасни+я
ADJ	най-прекрасното	най-прекрасното
ADJ	най-прилично	най-прилично
ADJ	най-приятен	най-приятен
ADJ	най-приятна	най-приятна
ADJ	най-приятният	най-приятна+ят
ADJ	най-приятно	най-приятно
ADJ	най-проклетите	най-проклетите
ADJ	най-проклетият	най-проклетият
ADJ	най-проклетото	най-проклетото
ADJ	най-пронизителен	най-пронизителен
ADJ	най-пронизителния	най-пронизителния
ADJ	най-пронизителният	най-пронизителния+т
ADJ	най-простите	най-простия+е
ADJ	най-простия	най-простия
ADJ	най-просторната	най-просторната
ADJ	най-прочутата	най-прочутата
ADJ	най-прочутите	най-прочутия+е
ADJ	най-прочутия	най-прочутия
ADJ	най-работната	най-работната
ADJ	най-радостните	най-радостно+те
ADJ	най-радостно	най-радостно
ADJ	най-различии	най-различии
ADJ	най-различни	най-различни
ADJ	най-различно	най-различно
ADJ	най-разумен	най-разумен
ADJ	най-разумният	най-разумният
ADJ	най-разюзданото	най-разюзданото
ADJ	най-ранява	най-ранява
ADJ	най-решителна	най-решителна
ADJ	най-румената	най-румената
ADJ	най-свидното	най-свидното
ADJ	най-сгодно	най-сгодно
ADJ	най-сериозен	най-сериозен
ADJ	най-сигурното	най-сигурното
ADJ	най-силна	най-силна
ADJ	най-силната	най-силната
ADJ	най-силните	най-силния+е
ADJ	най-силния	най-силния
ADJ	най-силният	най-силния+т
ADJ	най-силното	най-силното
ADJ	най-синята	най-синята
ADJ	най-ситен	най-ситен
ADJ	най-ситното	най-ситното
ADJ	най-скоро	най-скоро
ADJ	най-скъп	най-скъп
ADJ	най-скъпа	най-скъп+а
ADJ	най-скъпата	най-скъпата
ADJ	най-скъпи	най-скъп+и
ADJ	най-скъпите	най-скъпи+те
ADJ	най-скъпия	най-скъпи+я
ADJ	най-скъпият	най-скъпи+ят
ADJ	най-скъпо	най-скъп+о
ADJ	най-скъпото	най-скъпото
ADJ	най-скъпоценният	най-скъпоценният
ADJ	най-скъсани	най-скъсани
ADJ	най-слаб	най-слаб
ADJ	най-славни	най-славни
ADJ	най-сладка	най-сладка
ADJ	най-сладката	най-сладката
ADJ	най-сладките	най-сладкия+е
ADJ	най-сладкия	най-сладкия
ADJ	най-сладко	най-сладко
ADJ	най-сладководните	най-сладководните
ADJ	най-сладкото	най-сладкото
ADJ	най-слънчевата	най-слънчевата
ADJ	най-смелите	най-смелите
ADJ	най-смешното	най-смешното
ADJ	най-справедливата	най-справедливата
ADJ	най-сприхавият	най-сприхавият
ADJ	най-срамната	най-срамната
ADJ	най-старата	най-старата
ADJ	най-стари	най-стари
ADJ	най-старите	най-стари+те
ADJ	най-старият	най-стари+ят
ADJ	най-старото	най-старото
ADJ	най-странната	най-странната
ADJ	най-странното	най-странното
ADJ	най-страхотни	най-страхотни
ADJ	най-страшна	най-страшна
ADJ	най-страшната	най-страшната
ADJ	най-страшните	най-страшния+е
ADJ	най-страшния	най-страшния
ADJ	най-страшно	най-страшно
ADJ	най-страшното	най-страшното
ADJ	най-строг	най-строг
ADJ	най-строга	най-строг+а
ADJ	най-стройният	най-стройният
ADJ	най-стръмната	най-стръмната
ADJ	най-суровите	най-суровите
ADJ	най-сухото	най-сухото
ADJ	най-съвършените	най-съвършения+е
ADJ	най-съвършения	най-съвършения
ADJ	най-съкровеното	най-съкровеното
ADJ	най-сърдечен	най-сърдечен
ADJ	най-сърцатите	най-сърцатите
ADJ	най-тайните	най-тайния+е
ADJ	най-тайния	най-тайния
ADJ	най-тайният	най-тайния+т
ADJ	най-тежката	най-тежката
ADJ	най-тежки	най-тежки
ADJ	най-тежкото	най-тежкото
ADJ	най-тежък	най-тежък
ADJ	най-тих	най-тих
ADJ	най-тлъстото	най-тлъстото
ADJ	най-топло	най-топло
ADJ	най-тревожната	най-тревожната
ADJ	най-трудната	най-трудната
ADJ	най-трудни	най-трудни
ADJ	най-трудните	най-трудни+те
ADJ	най-трудно	най-трудно
ADJ	най-трудното	най-трудното
ADJ	най-тъжните	най-тъжните
ADJ	най-тъмната	най-тъмната
ADJ	най-тъмните	най-тъмните
ADJ	най-тънкия	най-тънкия
ADJ	най-тържествения	най-тържествения
ADJ	най-уверено	най-уверено
ADJ	най-угоения	най-угоения
ADJ	най-удобния	най-удобния
ADJ	най-удобното	най-удобното
ADJ	най-ужасна	най-ужасна
ADJ	най-ужасната	най-ужасната
ADJ	най-ужасни	най-ужасни
ADJ	най-узрелите	най-узрелите
ADJ	най-умната	най-умната
ADJ	най-умните	най-умните
ADJ	най-умният	най-умният
ADJ	най-умното	най-умното
ADJ	най-уплашен	най-уплашен
ADJ	най-упоритото	най-упоритото
ADJ	най-учен	най-учен
ADJ	най-учтивите	най-учтивите
ADJ	най-уютно	най-уютно
ADJ	най-уязвимото	най-уязвимото
ADJ	най-хитрото	най-хитрото
ADJ	най-храбрите	най-храбрите
ADJ	най-хрисим	най-хрисим
ADJ	най-христоматийните	най-христоматийните
ADJ	най-хубав	най-хубав
ADJ	най-хубава	най-хубав+а
ADJ	най-хубавата	най-хубавата
ADJ	най-хубави	най-хубав+и
ADJ	най-хубавите	най-хубави+те
ADJ	най-хубавия	най-хубави+я
ADJ	най-хубавият	най-хубави+ят
ADJ	най-хубаво	най-хубав+о
ADJ	най-хубавото	най-хубавото
ADJ	най-ценна	най-ценна
ADJ	най-ценни	най-ценни
ADJ	най-ценното	най-ценното
ADJ	най-червената	най-червената
ADJ	най-червените	най-червените
ADJ	най-черната	най-черната
ADJ	най-черните	най-черно+те
ADJ	най-черно	най-черно
ADJ	най-честната	най-честната
ADJ	най-честните	най-честните
ADJ	най-чист	най-чист
ADJ	най-чиста	най-чист+а
